ID2,GWC_1,GWC_2,GWC_3,GWC_4,GWC_5,Year,Season
1,0.24013323126357006,0.16446626466523345,0.2550573472140538,0.1989778860927371,0.19021044312723379,2000,Spring
2,0.2485203434342632,0.16928652725569465,0.28650827586442396,0.2757224425892398,0.267932959643403,2000,Spring
3,0.2623216610114566,0.1939238498325564,0.24083299308375228,0.20276470987602385,0.23611674489172996,2000,Spring
4,0.255699918216236,0.16812277825036678,0.2209122581251295,0.1816496185658314,0.21211995150826057,2000,Spring
5,0.2553368929803177,0.16039067612225721,0.2957266053497025,0.2532210599396566,0.2710607842196352,2000,Spring
6,0.24608445504673188,0.1678545793492443,0.24461303284140978,0.21615365721950636,0.23169442828415576,2000,Spring
7,0.27821194927894993,0.14419444053239225,0.2945692210414803,0.26734556951498795,0.261378741650236,2000,Spring
8,0.24294012711499502,0.15345192547141676,0.24796903104613932,0.20924844403145632,0.20687936942283147,2000,Spring
9,0.24228883948374624,0.17656584844997164,0.290530229957783,0.24253316841960343,0.24733526429668862,2000,Spring
10,0.2322402000427246,0.2335924506187439,0.24312026798725128,0.218497633934021,0.22106879949569702,2000,Spring
11,0.22676992416381836,0.2457900494337082,0.2376752644777298,0.2141937017440796,0.22314967215061188,2000,Spring
12,0.22360724210739136,0.23147054016590118,0.22249016165733337,0.20701315999031067,0.22106879949569702,2000,Spring
13,0.22704048454761505,0.21453537046909332,0.2126510888338089,0.20510223507881165,0.21457792818546295,2000,Spring
14,0.2849017083644867,0.31698012351989746,0.30699488520622253,0.2730596363544464,0.25307023525238037,2000,Spring
15,0.29426026344299316,0.27980837225914,0.2515560984611511,0.23256024718284607,0.23797711730003357,2000,Spring
16,0.2754496048873799,0.20401296320643772,0.2657613531638814,0.273241091847883,0.1991484986643841,2000,Spring
17,0.25405629499184645,0.20284629228442866,0.2575318175158823,0.2025917282497927,0.20923132205273764,2000,Spring
18,0.25297392516356104,0.16536779120715256,0.31166292530613204,0.20303130883909654,0.24028409744968915,2000,Spring
19,0.23890323071805308,0.26060999762996945,0.3034753256896756,0.22292863434289778,0.2535340047646373,2000,Spring
20,0.230812336889808,0.1453841545412526,0.2271788764251519,0.1753515979606831,0.21903350743304606,2000,Spring
21,0.23423388903755005,0.14711215786195206,0.23150510899225374,0.19872259151909166,0.22408314943597296,2000,Spring
22,0.23650505926723137,0.12305230802104788,0.19908461259564625,0.18056950428059051,0.18636178082523158,2000,Spring
23,0.24372482422646302,0.14356776661091272,0.22795053638036622,0.20646041846779833,0.21598187920696743,2000,Spring
24,0.26801194520669236,0.13475905147798117,0.1915307106185986,0.15605165752487576,0.21998866110351234,2000,Spring
25,0.26154473347861,0.15861661321581422,0.22176114139369307,0.17985641920122,0.22780873640241905,2000,Spring
26,0.2625851117591738,0.13318049279279137,0.18611207242930594,0.15296999297261524,0.22288128946097308,2000,Spring
27,0.2581927390030558,0.11906842870412665,0.19943337251561832,0.18292412606068337,0.20064180475577142,2000,Spring
28,0.2489066946420656,0.14755824582232557,0.2111392523450586,0.17256154590074302,0.2052532233689649,2000,Spring
29,0.25494029970628435,0.08709410447289967,0.2018632164104437,0.17469234414607732,0.20073223395897521,2000,Spring
30,0.23907995481658267,0.18313270481231325,0.21588719002870826,0.1802019729083431,0.20153208798124456,2000,Spring
31,0.2645452320575714,0.23117977380752563,0.21778574585914612,0.22763866186141968,0.22145843505859375,2000,Spring
32,0.23296068608760834,0.23650634288787842,0.22331228852272034,0.21104808151721954,0.20487341284751892,2000,Spring
33,0.221113383769989,0.21214431524276733,0.21177993714809418,0.20609509944915771,0.19436508417129517,2000,Spring
34,0.22627224028110504,0.21549853682518005,0.2125668078660965,0.23292981088161469,0.23292981088161469,2000,Spring
35,0.2340889722108841,0.2910287380218506,0.28084200620651245,0.2593441307544708,0.2766849994659424,2000,Spring
36,0.2867836654186249,0.43422719836235046,0.3024909794330597,0.2882530987262726,0.25995662808418274,2000,Spring
37,0.2844144403934479,0.30440667271614075,0.30635523796081543,0.30635523796081543,0.479904632568359,2000,Spring
38,0.29644879698753357,0.3266157805919647,0.24963977932929993,0.23827314376831055,0.24888502061367035,2000,Spring
39,0.2755316735736255,0.28609962640790826,0.28866254488566323,0.22333,0.18254,2000,Spring
40,0.27971067349317014,0.28199612143141434,0.28240412624464706,0.24062,0.2601,2000,Spring
41,0.290626840719976,0.21075708713398025,0.27613677545307835,0.21909365503192507,0.23271496974870587,2000,Spring
42,0.2526859123189279,0.20011986228557724,0.3057523772337243,0.18846192782432672,0.21776695187330164,2000,Spring
43,0.24782978086721008,0.17656796327847707,0.30635693393410834,0.2423063725009305,0.2994030416807665,2000,Spring
44,0.2629426591676742,0.1204,0.21489039039678381,0.1214488486408633,0.17354040800342552,2000,Spring
45,0.2646298927112151,0.09722784402719836,0.1829605813340356,0.1731928700178651,0.19807667762023207,2000,Spring
